instruction,count,true_0,pred_0,true_1,pred_1,accuracy,precision,recall,f1_score,epoch 
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
295,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
303,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
305,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
model,20.0,19.56,19.56,0.44,0.44,1.0,0.18,0.18,0.18,139
0,20.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,140
1,20.0,9.0,9.0,11.0,11.0,1.0,1.0,1.0,1.0,140
2,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,140
3,20.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,140
4,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
7,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
8,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,140
9,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
10,20.0,12.0,13.0,8.0,7.0,0.95,1.0,0.88,0.93,140
11,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
12,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
14,20.0,13.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,140
15,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
16,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
19,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
21,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,140
22,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,140
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
26,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
27,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,140
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
29,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,140
30,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
31,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
32,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
35,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
36,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
38,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
39,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
40,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
41,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,140
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
43,20.0,13.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,140
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
45,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
46,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
58,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
60,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
61,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
62,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
63,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
64,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
65,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
69,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
70,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
72,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,140
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
81,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
84,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
86,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
88,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
90,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
92,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
102,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
108,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
110,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
111,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
115,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
121,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
132,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
217,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
256,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
292,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
296,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
297,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
298,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,140
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
303,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
305,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,140
model,20.0,19.31,19.32,0.69,0.68,1.0,0.29,0.29,0.29,140
0,20.0,7.0,7.0,13.0,13.0,1.0,1.0,1.0,1.0,141
1,20.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,141
2,20.0,15.0,14.0,5.0,6.0,0.95,0.83,1.0,0.91,141
3,20.0,14.0,14.0,6.0,6.0,1.0,1.0,1.0,1.0,141
4,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
7,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,141
8,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
9,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
10,20.0,9.0,9.0,11.0,11.0,1.0,1.0,1.0,1.0,141
11,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,141
12,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,141
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
14,20.0,13.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,141
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
16,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,141
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
21,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,141
22,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
26,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
27,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,141
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
29,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,141
30,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
35,20.0,18.0,17.0,2.0,3.0,0.95,0.67,1.0,0.8,141
36,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
38,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
40,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,141
41,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,141
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
43,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,141
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
46,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
50,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
51,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
52,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
53,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
59,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
60,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
63,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
69,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
70,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
72,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
77,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
101,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
102,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,141
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
121,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
124,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
217,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
250,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,141
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
303,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
305,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,141
model,20.0,19.45,19.43,0.55,0.57,1.0,0.2,0.2,0.2,141
